Fecha;Concepto;Valor;Valor Ponderado;Variacion indice;Varacion indice ponderado;Variación porcentual
2018-01-01;Alimentos;99.3700;19.1797;0.0000;0.0000;0.0000
2018-02-01;Alimentos;99.0400;19.1160;-0.3300;-0.0637;-0.0033
2018-03-01;Alimentos;99.1600;19.1392;0.1200;0.0232;0.0012
2018-04-01;Alimentos;99.5400;19.2125;0.3800;0.0733;0.0038
2018-05-01;Alimentos;99.3400;19.1739;-0.2000;-0.0386;-0.0020
2018-06-01;Alimentos;99.6300;19.2299;0.2900;0.0560;0.0029
2018-07-01;Alimentos;100.0100;19.3032;0.3800;0.0733;0.0038
2018-08-01;Alimentos;100.2900;19.3573;0.2800;0.0540;0.0028
2018-09-01;Alimentos;100.4800;19.3940;0.1900;0.0367;0.0019
2018-10-01;Alimentos;101.0700;19.5078;0.5900;0.1139;0.0059
2018-11-01;Alimentos;101.3000;19.5522;0.2300;0.0444;0.0023
2018-12-01;Alimentos;100.7700;19.4499;-0.5300;-0.1023;-0.0052
2019-01-01;Alimentos;100.5000;19.3978;-0.2700;-0.0521;-0.0027
2019-02-01;Alimentos;100.2500;19.3496;-0.2500;-0.0483;-0.0025
2019-03-01;Alimentos;101.0800;19.5098;0.8300;0.1602;0.0083
2019-04-01;Alimentos;101.5600;19.6024;0.4800;0.0926;0.0047
2019-05-01;Alimentos;101.5500;19.6005;-0.0100;-0.0019;-0.0001
2019-06-01;Alimentos;102.0300;19.6931;0.4800;0.0926;0.0047
2019-07-01;Alimentos;102.2600;19.7375;0.2300;0.0444;0.0023
2019-08-01;Alimentos;102.9500;19.8707;0.6900;0.1332;0.0067
2019-09-01;Alimentos;102.9200;19.8649;-0.0300;-0.0058;-0.0003
2019-10-01;Alimentos;103.7700;20.0290;0.8500;0.1641;0.0083
2019-11-01;Alimentos;105.1100;20.2876;1.3400;0.2586;0.0129
2019-12-01;Alimentos;104.5400;20.1776;-0.5700;-0.1100;-0.0054
2020-01-01;Alimentos;105.6200;20.3860;1.0800;0.2085;0.0103
2020-02-01;Alimentos;106.3900;20.5347;0.7700;0.1486;0.0073
2020-03-01;Alimentos;107.2100;20.6929;0.8200;0.1583;0.0077
2020-04-01;Alimentos;108.2800;20.8995;1.0700;0.2065;0.0100
2020-05-01;Alimentos;108.2400;20.8917;-0.0400;-0.0077;-0.0004
2020-06-01;Alimentos;108.5700;20.9554;0.3300;0.0637;0.0030
2020-07-01;Alimentos;109.2000;21.0770;0.6300;0.1216;0.0058
2020-08-01;Alimentos;109.4500;21.1253;0.2500;0.0483;0.0023
2020-09-01;Alimentos;111.4400;21.5094;1.9900;0.3841;0.0182
2020-10-01;Alimentos;112.0900;21.6348;0.6500;0.1255;0.0058
2020-11-01;Alimentos;112.3000;21.6754;0.2100;0.0405;0.0019
2020-12-01;Alimentos;112.5200;21.7178;0.2200;0.0425;0.0020
2021-01-01;Alimentos;113.8800;21.9803;1.3600;0.2625;0.0121
2021-02-01;Alimentos;113.2600;21.8607;-0.6200;-0.1197;-0.0054
2021-03-01;Alimentos;112.8100;21.7738;-0.4500;-0.0869;-0.0040
2021-04-01;Alimentos;113.7000;21.9456;0.8900;0.1718;0.0079
2021-05-01;Alimentos;113.4800;21.9031;-0.2200;-0.0425;-0.0019
2021-06-01;Alimentos;113.5300;21.9128;0.0500;0.0097;0.0004
2021-07-01;Alimentos;114.7000;22.1386;1.1700;0.2258;0.0103
2021-08-01;Alimentos;114.7900;22.1560;0.0900;0.0174;0.0008
2021-09-01;Alimentos;117.2000;22.6211;2.4100;0.4652;0.0210
2021-10-01;Alimentos;118.0300;22.7813;0.8300;0.1602;0.0071
2021-11-01;Alimentos;118.1100;22.7968;0.0800;0.0154;0.0007
2021-12-01;Alimentos;118.7100;22.9126;0.6000;0.1158;0.0051
2022-01-01;Alimentos;120.6700;23.2909;1.9600;0.3783;0.0165
2022-02-01;Alimentos;122.8100;23.7039;2.1400;0.4130;0.0177
2022-03-01;Alimentos;127.6300;24.6343;4.8200;0.9303;0.0392
2022-04-01;Alimentos;130.5300;25.1940;2.9000;0.5597;0.0227
2022-05-01;Alimentos;132.9300;25.6572;2.4000;0.4632;0.0184
2022-06-01;Alimentos;134.5000;25.9603;1.5700;0.3030;0.0118
2018-01-01;Alcohol y tabaco;98.8700;4.7237;0.0000;0.0000;0.0000
2018-02-01;Alcohol y tabaco;99.0100;4.7304;0.1400;0.0067;0.0014
2018-03-01;Alcohol y tabaco;99.2000;4.7394;0.1900;0.0091;0.0019
2018-04-01;Alcohol y tabaco;99.7400;4.7652;0.5400;0.0258;0.0054
2018-05-01;Alcohol y tabaco;100.2100;4.7877;0.4700;0.0225;0.0047
2018-06-01;Alcohol y tabaco;99.9900;4.7772;-0.2200;-0.0105;-0.0022
2018-07-01;Alcohol y tabaco;100.4500;4.7992;0.4600;0.0220;0.0046
2018-08-01;Alcohol y tabaco;100.4900;4.8011;0.0400;0.0019;0.0004
2018-09-01;Alcohol y tabaco;100.0500;4.7801;-0.4400;-0.0210;-0.0044
2018-10-01;Alcohol y tabaco;100.7900;4.8154;0.7400;0.0354;0.0074
2018-11-01;Alcohol y tabaco;100.7900;4.8154;0.0000;0.0000;0.0000
2018-12-01;Alcohol y tabaco;100.4000;4.7968;-0.3900;-0.0186;-0.0039
2019-01-01;Alcohol y tabaco;102.0700;4.8766;1.6700;0.0798;0.0166
2019-02-01;Alcohol y tabaco;102.2700;4.8861;0.2000;0.0096;0.0020
2019-03-01;Alcohol y tabaco;102.3300;4.8890;0.0600;0.0029;0.0006
2019-04-01;Alcohol y tabaco;102.1000;4.8780;-0.2300;-0.0110;-0.0022
2019-05-01;Alcohol y tabaco;102.8400;4.9134;0.7400;0.0354;0.0072
2019-06-01;Alcohol y tabaco;102.7500;4.9091;-0.0900;-0.0043;-0.0009
2019-07-01;Alcohol y tabaco;102.3900;4.8919;-0.3600;-0.0172;-0.0035
2019-08-01;Alcohol y tabaco;102.5200;4.8981;0.1300;0.0062;0.0013
2019-09-01;Alcohol y tabaco;103.6200;4.9506;1.1000;0.0526;0.0107
2019-10-01;Alcohol y tabaco;104.7000;5.0022;1.0800;0.0516;0.0104
2019-11-01;Alcohol y tabaco;104.5400;4.9946;-0.1600;-0.0076;-0.0015
2019-12-01;Alcohol y tabaco;104.1400;4.9755;-0.4000;-0.0191;-0.0038
2020-01-01;Alcohol y tabaco;105.4500;5.0381;1.3100;0.0626;0.0126
2020-02-01;Alcohol y tabaco;105.0800;5.0204;-0.3700;-0.0177;-0.0035
2020-03-01;Alcohol y tabaco;104.8100;5.0075;-0.2700;-0.0129;-0.0026
2020-04-01;Alcohol y tabaco;106.3200;5.0796;1.5100;0.0721;0.0144
2020-05-01;Alcohol y tabaco;106.0500;5.0667;-0.2700;-0.0129;-0.0025
2020-06-01;Alcohol y tabaco;105.7200;5.0510;-0.3300;-0.0158;-0.0031
2020-07-01;Alcohol y tabaco;106.9000;5.1073;1.1800;0.0564;0.0112
2020-08-01;Alcohol y tabaco;107.5100;5.1365;0.6100;0.0291;0.0057
2020-09-01;Alcohol y tabaco;107.0300;5.1135;-0.4800;-0.0229;-0.0045
2020-10-01;Alcohol y tabaco;108.2300;5.1709;1.2000;0.0573;0.0112
2020-11-01;Alcohol y tabaco;107.8600;5.1532;-0.3700;-0.0177;-0.0034
2020-12-01;Alcohol y tabaco;106.7100;5.0983;-1.1500;-0.0549;-0.0107
2021-01-01;Alcohol y tabaco;107.1500;5.1193;0.4400;0.0210;0.0041
2021-02-01;Alcohol y tabaco;107.3100;5.1269;0.1600;0.0076;0.0015
2021-03-01;Alcohol y tabaco;107.5500;5.1384;0.2400;0.0115;0.0022
2021-04-01;Alcohol y tabaco;107.9000;5.1551;0.3500;0.0167;0.0033
2021-05-01;Alcohol y tabaco;108.9100;5.2034;1.0100;0.0483;0.0094
2021-06-01;Alcohol y tabaco;108.3800;5.1780;-0.5300;-0.0253;-0.0049
2021-07-01;Alcohol y tabaco;109.2700;5.2206;0.8900;0.0425;0.0082
2021-08-01;Alcohol y tabaco;108.3900;5.1785;-0.8800;-0.0420;-0.0081
2021-09-01;Alcohol y tabaco;108.7000;5.1933;0.3100;0.0148;0.0029
2021-10-01;Alcohol y tabaco;108.8700;5.2014;0.1700;0.0081;0.0016
2021-11-01;Alcohol y tabaco;108.3800;5.1780;-0.4900;-0.0234;-0.0045
2021-12-01;Alcohol y tabaco;108.0600;5.1628;-0.3200;-0.0153;-0.0030
2022-01-01;Alcohol y tabaco;110.0300;5.2569;1.9700;0.0941;0.0182
2022-02-01;Alcohol y tabaco;110.4800;5.2784;0.4500;0.0215;0.0041
2022-03-01;Alcohol y tabaco;113.6700;5.4308;3.1900;0.1524;0.0289
2022-04-01;Alcohol y tabaco;113.7800;5.4360;0.1100;0.0053;0.0010
2022-05-01;Alcohol y tabaco;114.1200;5.4523;0.3400;0.0162;0.0030
2022-06-01;Alcohol y tabaco;113.9900;5.4461;-0.1300;-0.0062;-0.0011
2018-01-01;Bienes y servicios diversos;98.6100;5.0810;0.0000;0.0000;0.0000
2018-02-01;Bienes y servicios diversos;99.0700;5.1047;0.4600;0.0237;0.0047
2018-03-01;Bienes y servicios diversos;99.3800;5.1207;0.3100;0.0160;0.0031
2018-04-01;Bienes y servicios diversos;99.9200;5.1485;0.5400;0.0278;0.0054
2018-05-01;Bienes y servicios diversos;100.4300;5.1748;0.5100;0.0263;0.0051
2018-06-01;Bienes y servicios diversos;99.6100;5.1325;-0.8200;-0.0423;-0.0082
2018-07-01;Bienes y servicios diversos;99.9600;5.1505;0.3500;0.0180;0.0035
2018-08-01;Bienes y servicios diversos;100.5600;5.1815;0.6000;0.0309;0.0060
2018-09-01;Bienes y servicios diversos;100.4500;5.1758;-0.1100;-0.0057;-0.0011
2018-10-01;Bienes y servicios diversos;100.4000;5.1732;-0.0500;-0.0026;-0.0005
2018-11-01;Bienes y servicios diversos;100.7200;5.1897;0.3200;0.0165;0.0032
2018-12-01;Bienes y servicios diversos;100.8800;5.1979;0.1600;0.0082;0.0016
2019-01-01;Bienes y servicios diversos;101.6000;5.2350;0.7200;0.0371;0.0071
2019-02-01;Bienes y servicios diversos;101.7600;5.2433;0.1600;0.0082;0.0016
2019-03-01;Bienes y servicios diversos;102.1600;5.2639;0.4000;0.0206;0.0039
2019-04-01;Bienes y servicios diversos;102.7600;5.2948;0.6000;0.0309;0.0059
2019-05-01;Bienes y servicios diversos;102.8200;5.2979;0.0600;0.0031;0.0006
2019-06-01;Bienes y servicios diversos;102.4000;5.2763;-0.4200;-0.0216;-0.0041
2019-07-01;Bienes y servicios diversos;101.7600;5.2433;-0.6400;-0.0330;-0.0063
2019-08-01;Bienes y servicios diversos;102.7800;5.2958;1.0200;0.0526;0.0100
2019-09-01;Bienes y servicios diversos;103.0200;5.3082;0.2400;0.0124;0.0023
2019-10-01;Bienes y servicios diversos;103.1500;5.3149;0.1300;0.0067;0.0013
2019-11-01;Bienes y servicios diversos;103.2100;5.3180;0.0600;0.0031;0.0006
2019-12-01;Bienes y servicios diversos;103.6300;5.3396;0.4200;0.0216;0.0041
2020-01-01;Bienes y servicios diversos;103.5500;5.3355;-0.0800;-0.0041;-0.0008
2020-02-01;Bienes y servicios diversos;103.6200;5.3391;0.0700;0.0036;0.0007
2020-03-01;Bienes y servicios diversos;103.6600;5.3412;0.0400;0.0021;0.0004
2020-04-01;Bienes y servicios diversos;102.7900;5.2964;-0.8700;-0.0448;-0.0084
2020-05-01;Bienes y servicios diversos;103.2000;5.3175;0.4100;0.0211;0.0040
2020-06-01;Bienes y servicios diversos;102.6500;5.2891;-0.5500;-0.0283;-0.0053
2020-07-01;Bienes y servicios diversos;103.3700;5.3262;0.7200;0.0371;0.0070
2020-08-01;Bienes y servicios diversos;103.6000;5.3381;0.2300;0.0119;0.0022
2020-09-01;Bienes y servicios diversos;104.2200;5.3700;0.6200;0.0319;0.0060
2020-10-01;Bienes y servicios diversos;106.5800;5.4916;2.3600;0.1216;0.0226
2020-11-01;Bienes y servicios diversos;106.5600;5.4906;-0.0200;-0.0010;-0.0002
2020-12-01;Bienes y servicios diversos;107.4100;5.5344;0.8500;0.0438;0.0080
2021-01-01;Bienes y servicios diversos;108.8900;5.6107;1.4800;0.0763;0.0138
2021-02-01;Bienes y servicios diversos;108.4200;5.5864;-0.4700;-0.0242;-0.0043
2021-03-01;Bienes y servicios diversos;108.9000;5.6112;0.4800;0.0247;0.0044
2021-04-01;Bienes y servicios diversos;109.7000;5.6524;0.8000;0.0412;0.0073
2021-05-01;Bienes y servicios diversos;110.6500;5.7014;0.9500;0.0489;0.0087
2021-06-01;Bienes y servicios diversos;109.8300;5.6591;-0.8200;-0.0423;-0.0074
2021-07-01;Bienes y servicios diversos;110.6800;5.7029;0.8500;0.0438;0.0077
2021-08-01;Bienes y servicios diversos;111.8000;5.7606;1.1200;0.0577;0.0101
2021-09-01;Bienes y servicios diversos;112.7800;5.8111;0.9800;0.0505;0.0088
2021-10-01;Bienes y servicios diversos;112.3700;5.7900;-0.4100;-0.0211;-0.0036
2021-11-01;Bienes y servicios diversos;113.2900;5.8374;0.9200;0.0474;0.0082
2021-12-01;Bienes y servicios diversos;114.3200;5.8905;1.0300;0.0531;0.0091
2022-01-01;Bienes y servicios diversos;115.7300;5.9631;1.4100;0.0727;0.0123
2022-02-01;Bienes y servicios diversos;116.5800;6.0069;0.8500;0.0438;0.0073
2022-03-01;Bienes y servicios diversos;117.4400;6.0512;0.8600;0.0443;0.0074
2022-04-01;Bienes y servicios diversos;120.1600;6.1914;2.7200;0.1402;0.0232
2022-05-01;Bienes y servicios diversos;121.1500;6.2424;0.9900;0.0510;0.0082
2022-06-01;Bienes y servicios diversos;121.2700;6.2486;0.1200;0.0062;0.0010
2018-01-01;Comunicaciones;102.1200;5.5705;0.0000;0.0000;0.0000
2018-02-01;Comunicaciones;101.8500;5.5558;-0.2700;-0.0147;-0.0026
2018-03-01;Comunicaciones;102.0400;5.5662;0.1900;0.0104;0.0019
2018-04-01;Comunicaciones;101.0900;5.5143;-0.9500;-0.0518;-0.0093
2018-05-01;Comunicaciones;100.4500;5.4794;-0.6400;-0.0349;-0.0063
2018-06-01;Comunicaciones;100.0000;5.4549;-0.4500;-0.0245;-0.0045
2018-07-01;Comunicaciones;99.9400;5.4516;-0.0600;-0.0033;-0.0006
2018-08-01;Comunicaciones;99.2300;5.4129;-0.7100;-0.0387;-0.0071
2018-09-01;Comunicaciones;99.0100;5.4009;-0.2200;-0.0120;-0.0022
2018-10-01;Comunicaciones;98.3900;5.3671;-0.6200;-0.0338;-0.0063
2018-11-01;Comunicaciones;98.1700;5.3551;-0.2200;-0.0120;-0.0022
2018-12-01;Comunicaciones;97.7000;5.3294;-0.4700;-0.0256;-0.0048
2019-01-01;Comunicaciones;97.5900;5.3234;-0.1100;-0.0060;-0.0011
2019-02-01;Comunicaciones;97.3400;5.3098;-0.2500;-0.0136;-0.0026
2019-03-01;Comunicaciones;97.6900;5.3289;0.3500;0.0191;0.0036
2019-04-01;Comunicaciones;97.5900;5.3234;-0.1000;-0.0055;-0.0010
2019-05-01;Comunicaciones;97.5000;5.3185;-0.0900;-0.0049;-0.0009
2019-06-01;Comunicaciones;97.2000;5.3021;-0.3000;-0.0164;-0.0031
2019-07-01;Comunicaciones;96.9100;5.2863;-0.2900;-0.0158;-0.0030
2019-08-01;Comunicaciones;95.4000;5.2040;-1.5100;-0.0824;-0.0156
2019-09-01;Comunicaciones;95.1000;5.1876;-0.3000;-0.0164;-0.0031
2019-10-01;Comunicaciones;95.0000;5.1821;-0.1000;-0.0055;-0.0011
2019-11-01;Comunicaciones;94.9000;5.1767;-0.1000;-0.0055;-0.0011
2019-12-01;Comunicaciones;94.5400;5.1570;-0.3600;-0.0196;-0.0038
2020-01-01;Comunicaciones;94.6500;5.1630;0.1100;0.0060;0.0012
2020-02-01;Comunicaciones;94.5600;5.1581;-0.0900;-0.0049;-0.0010
2020-03-01;Comunicaciones;94.5800;5.1592;0.0200;0.0011;0.0002
2020-04-01;Comunicaciones;93.9300;5.1238;-0.6500;-0.0355;-0.0069
2020-05-01;Comunicaciones;94.1000;5.1330;0.1700;0.0093;0.0018
2020-06-01;Comunicaciones;93.6900;5.1107;-0.4100;-0.0224;-0.0044
2020-07-01;Comunicaciones;93.5100;5.1009;-0.1800;-0.0098;-0.0019
2020-08-01;Comunicaciones;93.5700;5.1041;0.0600;0.0033;0.0006
2020-09-01;Comunicaciones;93.4500;5.0976;-0.1200;-0.0065;-0.0013
2020-10-01;Comunicaciones;93.4000;5.0949;-0.0500;-0.0027;-0.0005
2020-11-01;Comunicaciones;93.1800;5.0829;-0.2200;-0.0120;-0.0024
2020-12-01;Comunicaciones;93.0300;5.0747;-0.1500;-0.0082;-0.0016
2021-01-01;Comunicaciones;92.9700;5.0714;-0.0600;-0.0033;-0.0006
2021-02-01;Comunicaciones;93.2400;5.0861;0.2700;0.0147;0.0029
2021-03-01;Comunicaciones;93.0300;5.0747;-0.2100;-0.0115;-0.0023
2021-04-01;Comunicaciones;93.5000;5.1003;0.4700;0.0256;0.0051
2021-05-01;Comunicaciones;93.5200;5.1014;0.0200;0.0011;0.0002
2021-06-01;Comunicaciones;93.4700;5.0987;-0.0500;-0.0027;-0.0005
2021-07-01;Comunicaciones;93.4100;5.0954;-0.0600;-0.0033;-0.0006
2021-08-01;Comunicaciones;93.4000;5.0949;-0.0100;-0.0005;-0.0001
2021-09-01;Comunicaciones;93.5200;5.1014;0.1200;0.0065;0.0013
2021-10-01;Comunicaciones;93.3200;5.0905;-0.2000;-0.0109;-0.0021
2021-11-01;Comunicaciones;93.2100;5.0845;-0.1100;-0.0060;-0.0012
2021-12-01;Comunicaciones;92.9800;5.0719;-0.2300;-0.0125;-0.0025
2022-01-01;Comunicaciones;93.0000;5.0730;0.0200;0.0011;0.0002
2022-02-01;Comunicaciones;92.7400;5.0589;-0.2600;-0.0142;-0.0028
2022-03-01;Comunicaciones;88.9400;4.8516;-3.8000;-0.2073;-0.0410
2022-04-01;Comunicaciones;89.3500;4.8739;0.4100;0.0224;0.0046
2022-05-01;Comunicaciones;89.0900;4.8598;-0.2600;-0.0142;-0.0029
2022-06-01;Comunicaciones;88.6100;4.8336;-0.4800;-0.0262;-0.0054
2018-01-01;Educación;96.6200;6.3727;0.0000;0.0000;0.0000
2018-02-01;Educación;97.0100;6.3985;0.3900;0.0257;0.0040
2018-03-01;Educación;100.3200;6.6168;3.3100;0.2183;0.0341
2018-04-01;Educación;100.3200;6.6168;0.0000;0.0000;0.0000
2018-05-01;Educación;100.5000;6.6287;0.1800;0.0119;0.0018
2018-06-01;Educación;100.4900;6.6280;-0.0100;-0.0007;-0.0001
2018-07-01;Educación;100.4900;6.6280;0.0000;0.0000;0.0000
2018-08-01;Educación;100.5000;6.6287;0.0100;0.0007;0.0001
2018-09-01;Educación;100.9300;6.6570;0.4300;0.0284;0.0043
2018-10-01;Educación;100.9300;6.6570;0.0000;0.0000;0.0000
2018-11-01;Educación;100.9500;6.6583;0.0200;0.0013;0.0002
2018-12-01;Educación;100.9400;6.6577;-0.0100;-0.0007;-0.0001
2019-01-01;Educación;100.9000;6.6550;-0.0400;-0.0026;-0.0004
2019-02-01;Educación;100.9100;6.6557;0.0100;0.0007;0.0001
2019-03-01;Educación;105.4700;6.9565;4.5600;0.3008;0.0452
2019-04-01;Educación;105.4800;6.9571;0.0100;0.0007;0.0001
2019-05-01;Educación;105.4600;6.9558;-0.0200;-0.0013;-0.0002
2019-06-01;Educación;105.4600;6.9558;0.0000;0.0000;0.0000
2019-07-01;Educación;105.4600;6.9558;0.0000;0.0000;0.0000
2019-08-01;Educación;105.4600;6.9558;0.0000;0.0000;0.0000
2019-09-01;Educación;105.5100;6.9591;0.0500;0.0033;0.0005
2019-10-01;Educación;105.5400;6.9611;0.0300;0.0020;0.0003
2019-11-01;Educación;105.5400;6.9611;0.0000;0.0000;0.0000
2019-12-01;Educación;105.5400;6.9611;0.0000;0.0000;0.0000
2020-01-01;Educación;105.6200;6.9664;0.0800;0.0053;0.0008
2020-02-01;Educación;105.8200;6.9795;0.2000;0.0132;0.0019
2020-03-01;Educación;109.5500;7.2256;3.7300;0.2460;0.0352
2020-04-01;Educación;109.0900;7.1952;-0.4600;-0.0303;-0.0042
2020-05-01;Educación;109.1200;7.1972;0.0300;0.0020;0.0003
2020-06-01;Educación;109.0900;7.1952;-0.0300;-0.0020;-0.0003
2020-07-01;Educación;109.1000;7.1959;0.0100;0.0007;0.0001
2020-08-01;Educación;109.4000;7.2157;0.3000;0.0198;0.0027
2020-09-01;Educación;109.4100;7.2163;0.0100;0.0007;0.0001
2020-10-01;Educación;109.4100;7.2163;0.0000;0.0000;0.0000
2020-11-01;Educación;109.2500;7.2058;-0.1600;-0.0106;-0.0015
2020-12-01;Educación;109.2200;7.2038;-0.0300;-0.0020;-0.0003
2021-01-01;Educación;109.4100;7.2163;0.1900;0.0125;0.0017
2021-02-01;Educación;109.1700;7.2005;-0.2400;-0.0158;-0.0022
2021-03-01;Educación;112.1500;7.3971;2.9800;0.1966;0.0273
2021-04-01;Educación;112.1300;7.3957;-0.0200;-0.0013;-0.0002
2021-05-01;Educación;112.1200;7.3951;-0.0100;-0.0007;-0.0001
2021-06-01;Educación;112.1200;7.3951;0.0000;0.0000;0.0000
2021-07-01;Educación;112.1200;7.3951;0.0000;0.0000;0.0000
2021-08-01;Educación;112.2900;7.4063;0.1700;0.0112;0.0015
2021-09-01;Educación;112.3100;7.4076;0.0200;0.0013;0.0002
2021-10-01;Educación;112.3100;7.4076;0.0000;0.0000;0.0000
2021-11-01;Educación;112.2700;7.4050;-0.0400;-0.0026;-0.0004
2021-12-01;Educación;112.3100;7.4076;0.0400;0.0026;0.0004
2022-01-01;Educación;112.3900;7.4129;0.0800;0.0053;0.0007
2022-02-01;Educación;112.4300;7.4155;0.0400;0.0026;0.0004
2022-03-01;Educación;119.8000;7.9016;7.3700;0.4861;0.0656
2022-04-01;Educación;119.8000;7.9016;0.0000;0.0000;0.0000
2022-05-01;Educación;119.9700;7.9128;0.1700;0.0112;0.0014
2022-06-01;Educación;119.9700;7.9128;0.0000;0.0000;0.0000
2018-01-01;Equipamiento vivienda;99.9800;6.5215;0.0000;0.0000;0.0000
2018-02-01;Equipamiento vivienda;100.0900;6.5287;0.1100;0.0072;0.0011
2018-03-01;Equipamiento vivienda;99.5600;6.4941;-0.5300;-0.0346;-0.0053
2018-04-01;Equipamiento vivienda;99.8900;6.5157;0.3300;0.0215;0.0033
2018-05-01;Equipamiento vivienda;100.3100;6.5431;0.4200;0.0274;0.0042
2018-06-01;Equipamiento vivienda;100.1100;6.5300;-0.2000;-0.0130;-0.0020
2018-07-01;Equipamiento vivienda;99.9700;6.5209;-0.1400;-0.0091;-0.0014
2018-08-01;Equipamiento vivienda;100.1000;6.5294;0.1300;0.0085;0.0013
2018-09-01;Equipamiento vivienda;99.9300;6.5183;-0.1700;-0.0111;-0.0017
2018-10-01;Equipamiento vivienda;100.3000;6.5424;0.3700;0.0241;0.0037
2018-11-01;Equipamiento vivienda;99.9000;6.5163;-0.4000;-0.0261;-0.0040
2018-12-01;Equipamiento vivienda;99.8600;6.5137;-0.0400;-0.0026;-0.0004
2019-01-01;Equipamiento vivienda;100.4500;6.5522;0.5900;0.0385;0.0059
2019-02-01;Equipamiento vivienda;100.6700;6.5666;0.2200;0.0144;0.0022
2019-03-01;Equipamiento vivienda;100.8100;6.5757;0.1400;0.0091;0.0014
2019-04-01;Equipamiento vivienda;101.3200;6.6090;0.5100;0.0333;0.0051
2019-05-01;Equipamiento vivienda;101.3200;6.6090;0.0000;0.0000;0.0000
2019-06-01;Equipamiento vivienda;101.0900;6.5939;-0.2300;-0.0150;-0.0023
2019-07-01;Equipamiento vivienda;101.7700;6.6383;0.6800;0.0444;0.0067
2019-08-01;Equipamiento vivienda;102.0300;6.6553;0.2600;0.0170;0.0026
2019-09-01;Equipamiento vivienda;101.6200;6.6285;-0.4100;-0.0267;-0.0040
2019-10-01;Equipamiento vivienda;101.8900;6.6461;0.2700;0.0176;0.0027
2019-11-01;Equipamiento vivienda;102.3400;6.6755;0.4500;0.0294;0.0044
2019-12-01;Equipamiento vivienda;102.0100;6.6540;-0.3300;-0.0215;-0.0032
2020-01-01;Equipamiento vivienda;102.9800;6.7172;0.9700;0.0633;0.0095
2020-02-01;Equipamiento vivienda;103.6100;6.7583;0.6300;0.0411;0.0061
2020-03-01;Equipamiento vivienda;104.0500;6.7870;0.4400;0.0287;0.0042
2020-04-01;Equipamiento vivienda;104.0200;6.7851;-0.0300;-0.0020;-0.0003
2020-05-01;Equipamiento vivienda;104.5700;6.8209;0.5500;0.0359;0.0053
2020-06-01;Equipamiento vivienda;104.4700;6.8144;-0.1000;-0.0065;-0.0010
2020-07-01;Equipamiento vivienda;104.7200;6.8307;0.2500;0.0163;0.0024
2020-08-01;Equipamiento vivienda;105.0600;6.8529;0.3400;0.0222;0.0032
2020-09-01;Equipamiento vivienda;106.1200;6.9220;1.0600;0.0691;0.0101
2020-10-01;Equipamiento vivienda;107.2200;6.9938;1.1000;0.0718;0.0104
2020-11-01;Equipamiento vivienda;107.1800;6.9912;-0.0400;-0.0026;-0.0004
2020-12-01;Equipamiento vivienda;108.0100;7.0453;0.8300;0.0541;0.0077
2021-01-01;Equipamiento vivienda;108.7000;7.0903;0.6900;0.0450;0.0064
2021-02-01;Equipamiento vivienda;108.9500;7.1066;0.2500;0.0163;0.0023
2021-03-01;Equipamiento vivienda;109.0900;7.1158;0.1400;0.0091;0.0013
2021-04-01;Equipamiento vivienda;109.6100;7.1497;0.5200;0.0339;0.0048
2021-05-01;Equipamiento vivienda;110.4400;7.2038;0.8300;0.0541;0.0076
2021-06-01;Equipamiento vivienda;110.1400;7.1843;-0.3000;-0.0196;-0.0027
2021-07-01;Equipamiento vivienda;111.5000;7.2730;1.3600;0.0887;0.0123
2021-08-01;Equipamiento vivienda;111.5900;7.2788;0.0900;0.0059;0.0008
